,full_text,assoc_shooter,weeks_after
14303,the us give all officers guns  how can they be sure that all officers are in the right mental state to carry a gun  they can t  ,0,1
14304,the gun epidemic is the leading cause of death of young african american men   we have to tackle    ,0,1
14306,the more heavy handed the police get the more they will be not trusted  like chief said join the staff   join the  stop ,0,1
14307,the only people that should be allowed to purchase  are law enforcement agencies and military  period   ,1,1
14309,the women from charleston church massacre touched my heart    ,0,4
14312,this is the solution     ,1,1
14314,true facts about    the  are not telling the public    ,1,1
14316,turn the cameras back on     ,1,2
14317,uh    thank you    ,1,3
14320,we need 2   address  against communities of color      ,0,1
14321,we owe  victims more than thoughts  prayers and moments of silence  we owe them action to    ,1,3
14322,what   fanatics won t tell you re        ,1,2
14323,when    those  in  and or their families   then fkn gun laws will  ,1,2
14324,why are gun laws so hard to change  look at the picture for answer      rt  ,1,1
14326,woman found shot multiple times inside car in n  harris co       ,1,3
14329, hate is not going to win  politics now         ,1,1
14330, the second amendment   victims weren t pleading for the second amendment they were pleading for their lives   ,1,1
14331, what liberals think americans think about guns  fixed that for you        ,0,3
14332, sure do love their guns      ,0,1
14338, has a preamble  7 articles    27 amendments  not just 2h of   i support them all   to cut  ,0,4
14339,  needs a     it is time we pass a common sense gun bill that fits this century   the problems we face,1,3
14340,  why can t we go after manufactures and merchants    ,1,3
14342,  you never hear about a citizen gun owner at a massacre defending themselves  pointless owning one  admit it ,1,2
14343, in the usa is  to uganda  we can end all deliberate attacks on each other  anyone can fall prey ,0,1
14344, isn t not all about   folks  happy independence day    ,1,3
14345,   prayers to all those families of the police killed in texas  violence serves no purpose  love not hate ,0,1
14347,  on the   it s time we   and actually  about   ,1,1
14348,  plays politics with  by vetoing bill that would make it a felony to steal any gun  ,0,1
14349,  editor  calls on congress to  on  research    ,1,1
14350,  there are some days when  as a college prof  i worry about  the potential for    that shouldn t be ,0,3
14352,  says  standing up to protect people from  a  low moment     ,1,3
14354,   that s actually a pic of head himself       ,0,2
14357,  continues to make gaffe  calling french driving attack a gunman   are we just too used to  ,0,2
14359, is a hero how can congress look at our dead children and say we need weapons of war on main street   ,1,1
14361,  is a misnomer  guns are inanimate objects incapable of violence,1,4
14363, so what are you ready to do about all these guns     is getting too much to take ,1,1
14364,   it is also a hair trigger reaction to equate addressing  with stringent gun control ,1,2
14365,    i use  and   i want real solutions to   what are yours ,1,1
14367,    blm group march for all who are murdered  their call for action against  ,0,1
14368, so you re doubling down on the simplistic approach  never gonna happen  stop hugging thugs   ,0,2
14369, starting to get the right idea  gun free zones are a death trap   ,0,1
14371, refuses to do anything on  call him out and vote him out in november  ,1,1
14372, please vote no on hr4237     for all you do to end   ca  ,1,4
14373,  dont be held hostage by the gun lobby   ,1,2
14374, neg li gence    ne l j ns  noun failure to use reasonable care  resulting in damage or injury to another  ,1,2
14375,    do your job    stop aiding in murdering americans   due to    lack of  ,1,2
14376, what about the  threat  what work are you doing to stop citizens from getting gunned down senselessly ,1,2
14377,   joe    standing together to stop       ,0,1
14378, more guns sold under  than any other potus  ever  nobody wants your guns     ,1,1
14379,  w o action 2 stop  us will continue w lead the world in gun deaths   ,1,2
14381, 2   obstruction is worst solution ever 2   bc no action   no change thats a fact ,1,2
14383, speaks at funeral for  advocates for no more     ,1,1
14384,  police are too afraid to do anything  um   they are shooting people without weapons     ,0,1
14386,   i m a pediatrician and constituent  and i support taking action on    now ,1,2
14387, they just want to squeeze honest gun owners  and do nothing about crime   ,0,1
14388,a primal scream from  reaches  by     ,1,3
14389,a must read   of          ,1,4
14390,after losing his father to    becomes a  ambassador for peace   ,0,3
14393,another so called   goes rogue      ,1,3
14394,armed robbery suspect hit in greendale police action shooting      ,1,4
14395,as a pediatrician  i wish less kids 2 r exposed 2  in schools  communities  churches   congress please act  ,1,1
14397,as we mourn the  tragedy  read this powerful open letter from natl leaders saying  enough   to    ,1,1
14399,big thanks to  for taking time to speak w us about  sit in  dems not giving up ,1,2
14400,building resiliency in an age of terrorism  public health perspectives    ,1,1
14401,by the way  everyone  we are six mass shootings away from having 365 mass shootings this year    let that soak in   ,0,1
14402,campus carry concerns drive another texas prof to resign    what      waiting for  stop ,0,1
14404,can t make this stuff up  congress refuses to act on  but today r senator from iowa proposes bill to prohibit change to  20 bill,1,2
14405,can t promise sunday s sermon will be good but the story of the good samaritan will be timely    ,0,1
14406,congressman tonko spoke to media today about  and   ,1,3
14409,currently      on  via   ,0,1
14410,dear  33 000  die each year from   that s 2700 a month 600 a week   97 per day  we need    ,0,1
14412,does  have the strictest  laws in the country  an examination     ,0,3
14413,does anyone care what this turd says about anything   if it happened here  he d be talking about   ,0,2
14414,don t let gun dweebs misrepresent the real meaning of the 2nd amendment    ,1,2
14415,everyone  please sign the democratic ccc petition      ,1,1
14416,friends  if you can turn on  and see  stand up for the victims of  and   he is saying ,1,1
14417,funny how the british can have a peaceful black lives matter march  and the americans can t   gunss maybe     ,0,1
14419,guns everywhere  not for me and my loved ones     ,1,2
14420,hemet  police detain one after gunshots reported      ,1,3
14421,have you had     the you need to callpaul   tell him to do his job     ,1,2
14425,hey   thanks for the follow  we ll demand the  addresses    via  ,0,2
14426,hey   thanks for the follow  we ll demand the  addresses    via  ,0,4
14431,horrified at    s murder  at least in uk we are all still horrified at any     but this is also terrorism ,1,1
14433,i can t deal with the internet today      ,1,4
